Month,Day,Period,Solar PV
6,24,14,77.92
6,24,15,75.79
6,24,16,70.24
6,24,17,58.68
6,24,18,39.27
6,24,19,19.53
6,24,20,0.00
6,24,21,0.00
6,24,22,0.00
6,24,23,0.00
6,24,24,0.00
6,25,1,0.00
6,25,2,0.00
6,25,3,0.00
6,25,4,0.00
6,25,5,0.00
6,25,6,0.00
6,25,7,0.00
6,25,8,20.96
6,25,9,45.69
6,25,10,60.68
6,25,11,72.63
6,25,12,76.25
6,25,13,79.59
6,25,14,79.32
6,25,15,75.48
6,25,16,71.20
6,25,17,62.10
6,25,18,46.66
6,25,19,23.16
6,25,20,0.72
6,25,21,0.00
6,25,22,0.00
6,25,23,0.00
6,25,24,0.00
6,26,1,0.00
6,26,2,0.00
6,26,3,0.00
6,26,4,0.00
6,26,5,0.00
6,26,6,0.00
6,26,7,0.00
6,26,8,18.47
6,26,9,33.79
6,26,10,56.63
6,26,11,69.35
6,26,12,75.31
6,26,13,76.76
6,26,14,79.31
6,26,15,80.95
6,26,16,74.27
6,26,17,62.90
6,26,18,47.22
6,26,19,24.11
6,26,20,0.94
6,26,21,0.00
6,26,22,0.00
6,26,23,0.00
6,26,24,0.00
6,27,1,0.00
6,27,2,0.00
6,27,3,0.00
6,27,4,0.00
6,27,5,0.00
6,27,6,0.00
6,27,7,0.00
6,27,8,12.76
6,27,9,33.74
6,27,10,53.22
6,27,11,65.17
6,27,12,75.02
6,27,13,80.00
6,27,14,78.05
6,27,15,75.10
6,27,16,70.46
6,27,17,58.96
6,27,18,38.04
6,27,19,19.00
6,27,20,0.69
6,27,21,0.00
6,27,22,0.00
6,27,23,0.00
6,27,24,0.00
6,28,1,0.00
6,28,2,0.00
6,28,3,0.00
6,28,4,0.00
6,28,5,0.00
6,28,6,0.00
6,28,7,0.00
6,28,8,21.25
6,28,9,47.50
6,28,10,63.76
6,28,11,71.86
6,28,12,74.74
6,28,13,78.92
6,28,14,77.48
6,28,15,77.19
6,28,16,73.59
6,28,17,66.71
6,28,18,50.38
6,28,19,26.93
6,28,20,1.00
6,28,21,0.00
6,28,22,0.00
6,28,23,0.00
6,28,24,0.00
6,29,1,0.00
6,29,2,0.00
6,29,3,0.00
6,29,4,0.00
6,29,5,0.00
6,29,6,0.00
6,29,7,0.00
6,29,8,17.47
6,29,9,39.89
6,29,10,58.20
6,29,11,71.14
6,29,12,79.08
6,29,13,81.26
6,29,14,80.54
6,29,15,77.99
6,29,16,73.43
6,29,17,55.20
6,29,18,34.16
6,29,19,14.75
6,29,20,0.00
6,29,21,0.00
6,29,22,0.00
6,29,23,0.00
6,29,24,0.00
6,30,1,0.00
6,30,2,0.00
6,30,3,0.00
6,30,4,0.00
6,30,5,0.00
6,30,6,0.00
6,30,7,0.00
6,30,8,13.99
6,30,9,33.83
6,30,10,55.35
6,30,11,66.87
6,30,12,74.63
6,30,13,80.68
6,30,14,82.43
6,30,15,79.10
6,30,16,71.88
6,30,17,60.04
6,30,18,40.59
6,30,19,20.08
6,30,20,0.72
6,30,21,0.00
6,30,22,0.00
6,30,23,0.00
6,30,24,0.00
7,1,1,0.00
7,1,2,0.00
7,1,3,0.00
7,1,4,0.00
7,1,5,0.00
7,1,6,0.00
7,1,7,0.00
7,1,8,15.18
7,1,9,38.47
7,1,10,55.09
7,1,11,66.89
7,1,12,74.71
7,1,13,79.16
7,1,14,75.69
7,1,15,75.09
7,1,16,69.23
7,1,17,59.67
7,1,18,39.09
7,1,19,19.95
7,1,20,0.00
7,1,21,0.00
7,1,22,0.00
7,1,23,0.00
7,1,24,0.00
7,2,1,0.00
7,2,2,0.00
7,2,3,0.00
7,2,4,0.00
7,2,5,0.00
7,2,6,0.00
7,2,7,0.00
7,2,8,8.38
7,2,9,23.56
7,2,10,40.15
7,2,11,58.06
7,2,12,72.36
7,2,13,78.28
7,2,14,79.74
7,2,15,79.51
7,2,16,73.83
7,2,17,61.51
7,2,18,44.31
7,2,19,22.91
7,2,20,0.98
7,2,21,0.00
7,2,22,0.00
7,2,23,0.00
7,2,24,0.00
7,3,1,0.00
7,3,2,0.00
7,3,3,0.00
7,3,4,0.00
7,3,5,0.00
7,3,6,0.00
7,3,7,0.00
7,3,8,11.12
7,3,9,26.56
7,3,10,47.64
7,3,11,61.13
7,3,12,75.84
7,3,13,79.52
7,3,14,82.78
7,3,15,78.95
7,3,16,72.18
7,3,17,59.96
7,3,18,41.57
7,3,19,20.98
7,3,20,1.30
7,3,21,0.00
7,3,22,0.00
7,3,23,0.00
7,3,24,0.00
7,4,1,0.00
7,4,2,0.00
7,4,3,0.00
7,4,4,0.00
7,4,5,0.00
7,4,6,0.00
7,4,7,0.00
7,4,8,6.58
7,4,9,22.07
7,4,10,55.41
7,4,11,60.52
7,4,12,70.34
7,4,13,75.22
7,4,14,75.88
7,4,15,72.69
7,4,16,64.47
7,4,17,59.11
7,4,18,43.95
7,4,19,23.14
7,4,20,1.52
7,4,21,0.00
7,4,22,0.00
7,4,23,0.00
7,4,24,0.00
7,5,1,0.00
7,5,2,0.00
7,5,3,0.00
7,5,4,0.00
7,5,5,0.00
7,5,6,0.00
7,5,7,0.00
7,5,8,12.32
7,5,9,30.89
7,5,10,51.59
7,5,11,68.24
7,5,12,75.10
7,5,13,75.68
7,5,14,79.02
7,5,15,76.44
7,5,16,73.22
7,5,17,53.32
7,5,18,33.87
7,5,19,20.43
7,5,20,0.00
7,5,21,0.00
7,5,22,0.00
7,5,23,0.00
7,5,24,0.00
7,6,1,0.00
7,6,2,0.00
7,6,3,0.00
7,6,4,0.00
7,6,5,0.00
7,6,6,0.00
7,6,7,0.00
7,6,8,18.29
7,6,9,35.40
7,6,10,44.79
7,6,11,53.04
7,6,12,68.02
7,6,13,72.12
7,6,14,75.22
7,6,15,74.38
7,6,16,74.98
7,6,17,69.30
7,6,18,55.23
7,6,19,32.17
7,6,20,0.98
7,6,21,0.00
7,6,22,0.00
7,6,23,0.00
7,6,24,0.00
7,7,1,0.00
7,7,2,0.00
7,7,3,0.00
7,7,4,0.00
7,7,5,0.00
7,7,6,0.00
7,7,7,0.00
7,7,8,25.60
7,7,9,53.98
7,7,10,66.40
7,7,11,70.57
7,7,12,77.20
7,7,13,81.55
7,7,14,79.97
7,7,15,77.42
7,7,16,73.97
7,7,17,65.71
7,7,18,52.15
7,7,19,30.26
7,7,20,0.00
7,7,21,0.00
7,7,22,0.00
7,7,23,0.00
7,7,24,0.00
7,8,1,0.00
7,8,2,0.00
7,8,3,0.00
7,8,4,0.00
7,8,5,0.00
7,8,6,0.00
7,8,7,0.00
7,8,8,19.31
7,8,9,45.85
7,8,10,56.48
7,8,11,69.25
7,8,12,73.98
7,8,13,75.78
7,8,14,78.26
7,8,15,75.63
7,8,16,73.16
7,8,17,70.08
7,8,18,56.59
7,8,19,31.37
7,8,20,0.91
7,8,21,0.00
7,8,22,0.00
7,8,23,0.00
7,8,24,0.00
7,9,1,0.00
7,9,2,0.00
7,9,3,0.00
7,9,4,0.00
7,9,5,0.00
7,9,6,0.00
7,9,7,0.00
7,9,8,14.68
7,9,9,32.00
7,9,10,47.49
7,9,11,60.27
7,9,12,65.68
7,9,13,61.94
7,9,14,69.09
7,9,15,72.24
7,9,16,73.64
7,9,17,62.73
7,9,18,47.90
7,9,19,25.14
7,9,20,1.66
7,9,21,0.00
7,9,22,0.00
7,9,23,0.00
7,9,24,0.00
7,10,1,0.00
7,10,2,0.00
7,10,3,0.00
7,10,4,0.00
7,10,5,0.00
7,10,6,0.00
7,10,7,0.00
7,10,8,17.28
7,10,9,36.26
7,10,10,56.42
7,10,11,61.95
7,10,12,65.50
7,10,13,72.86
7,10,14,69.69
7,10,15,64.31
7,10,16,67.54
7,10,17,65.81
7,10,18,50.08
7,10,19,26.67
7,10,20,1.18
7,10,21,0.00
7,10,22,0.00
7,10,23,0.00
7,10,24,0.00
7,11,1,0.00
7,11,2,0.00
7,11,3,0.00
7,11,4,0.00
7,11,5,0.00
7,11,6,0.00
7,11,7,0.00
7,11,8,15.71
7,11,9,37.12
7,11,10,56.10
7,11,11,70.35
7,11,12,75.70
7,11,13,75.49
7,11,14,76.52
7,11,15,74.87
7,11,16,70.78
7,11,17,58.85
7,11,18,39.39
7,11,19,21.31
7,11,20,0.00
7,11,21,0.00
7,11,22,0.00
7,11,23,0.00
7,11,24,0.00
7,12,1,0.00
7,12,2,0.00
7,12,3,0.00
7,12,4,0.00
7,12,5,0.00
7,12,6,0.00
7,12,7,0.00
7,12,8,14.71
7,12,9,35.13
7,12,10,52.01
7,12,11,67.76
7,12,12,77.16
7,12,13,81.18
7,12,14,77.34
7,12,15,75.26
7,12,16,71.98
7,12,17,57.74
7,12,18,35.17
7,12,19,20.60
7,12,20,0.00
7,12,21,0.00
7,12,22,0.00
7,12,23,0.00
7,12,24,0.00
7,13,1,0.00
7,13,2,0.00
7,13,3,0.00
7,13,4,0.00
7,13,5,0.00
7,13,6,0.00
7,13,7,0.00
7,13,8,19.02
7,13,9,44.69
7,13,10,59.14
7,13,11,68.74
7,13,12,76.03
7,13,13,82.19
7,13,14,77.71
7,13,15,77.34
7,13,16,65.25
7,13,17,56.37
7,13,18,39.25
7,13,19,25.64
7,13,20,0.75
7,13,21,0.00
7,13,22,0.00
7,13,23,0.00
7,13,24,0.00
7,14,1,0.00
7,14,2,0.00
7,14,3,0.00
7,14,4,0.00
7,14,5,0.00
7,14,6,0.00
7,14,7,0.00
7,14,8,10.20
7,14,9,27.03
7,14,10,44.44
7,14,11,56.32
7,14,12,66.94
7,14,13,74.22
7,14,14,77.90
7,14,15,76.25
7,14,16,69.70
7,14,17,59.99
7,14,18,41.15
7,14,19,20.35
7,14,20,0.98
7,14,21,0.00
7,14,22,0.00
7,14,23,0.00
7,14,24,0.00
7,15,1,0.00
7,15,2,0.00
7,15,3,0.00
7,15,4,0.00
7,15,5,0.00
7,15,6,0.00
7,15,7,0.00
7,15,8,10.13
7,15,9,24.23
7,15,10,45.56
7,15,11,57.41
7,15,12,72.47
7,15,13,76.59
7,15,14,79.99
7,15,15,80.85
7,15,16,72.83
7,15,17,60.47
7,15,18,34.73
7,15,19,18.49
7,15,20,0.00
7,15,21,0.00
7,15,22,0.00
7,15,23,0.00
7,15,24,0.00
7,16,1,0.00
7,16,2,0.00
7,16,3,0.00
7,16,4,0.00
7,16,5,0.00
7,16,6,0.00
7,16,7,0.00
7,16,8,13.25
7,16,9,36.02
7,16,10,56.19
7,16,11,69.98
7,16,12,78.38
7,16,13,82.44
7,16,14,78.03
7,16,15,69.24
7,16,16,61.18
7,16,17,47.59
7,16,18,30.65
7,16,19,18.28
7,16,20,0.00
7,16,21,0.00
7,16,22,0.00
7,16,23,0.00
7,16,24,0.00
7,17,1,0.00
7,17,2,0.00
7,17,3,0.00
7,17,4,0.00
7,17,5,0.00
7,17,6,0.00
7,17,7,0.00
7,17,8,8.42
7,17,9,33.49
7,17,10,53.25
7,17,11,65.56
7,17,12,76.20
7,17,13,74.51
7,17,14,78.32
7,17,15,77.60
7,17,16,70.93
7,17,17,57.64
7,17,18,36.99
7,17,19,17.96
7,17,20,0.00
7,17,21,0.00
7,17,22,0.00
7,17,23,0.00
7,17,24,0.00
7,18,1,0.00
7,18,2,0.00
7,18,3,0.00
7,18,4,0.00
7,18,5,0.00
7,18,6,0.00
7,18,7,0.00
7,18,8,13.42
7,18,9,35.67
7,18,10,56.34
7,18,11,69.85
7,18,12,76.12
7,18,13,74.12
7,18,14,72.18
7,18,15,68.95
7,18,16,58.68
7,18,17,46.44
7,18,18,27.83
7,18,19,12.64
7,18,20,0.00
7,18,21,0.00
7,18,22,0.00
7,18,23,0.00
7,18,24,0.00
7,19,1,0.00
7,19,2,0.00
7,19,3,0.00
7,19,4,0.00
7,19,5,0.00
7,19,6,0.00
7,19,7,0.00
7,19,8,1.75
7,19,9,8.84
7,19,10,21.55
7,19,11,48.87
7,19,12,73.24
7,19,13,83.85
7,19,14,84.48
7,19,15,70.28
7,19,16,60.78
7,19,17,50.48
7,19,18,28.57
7,19,19,8.76
7,19,20,1.18
7,19,21,0.00
7,19,22,0.00
7,19,23,0.00
7,19,24,0.00
7,20,1,0.00
7,20,2,0.00
7,20,3,0.00
7,20,4,0.00
7,20,5,0.00
7,20,6,0.00
7,20,7,0.00
7,20,8,7.54
7,20,9,14.89
7,20,10,31.30
7,20,11,56.54
7,20,12,67.18
7,20,13,68.92
7,20,14,75.90
7,20,15,80.56
7,20,16,72.14
7,20,17,58.67
7,20,18,39.10
7,20,19,16.80
7,20,20,0.00
7,20,21,0.00
7,20,22,0.00
7,20,23,0.00
7,20,24,0.00
7,21,1,0.00
7,21,2,0.00
7,21,3,0.00
7,21,4,0.00
7,21,5,0.00
7,21,6,0.00
7,21,7,0.00
7,21,8,14.11
7,21,9,35.52
7,21,10,44.36
7,21,11,67.04
7,21,12,72.97
7,21,13,70.91
7,21,14,70.07
7,21,15,72.11
7,21,16,68.36
7,21,17,56.82
7,21,18,43.98
7,21,19,18.35
7,21,20,0.00
7,21,21,0.00
7,21,22,0.00
7,21,23,0.00
7,21,24,0.00
7,22,1,0.00
7,22,2,0.00
7,22,3,0.00
7,22,4,0.00
7,22,5,0.00
7,22,6,0.00
7,22,7,0.00
7,22,8,10.55
7,22,9,25.89
7,22,10,44.43
7,22,11,62.63
7,22,12,75.91
7,22,13,76.17
7,22,14,73.92
7,22,15,77.87
7,22,16,74.98
7,22,17,66.40
7,22,18,50.00
7,22,19,25.27
7,22,20,0.00
7,22,21,0.00
7,22,22,0.00
7,22,23,0.00
7,22,24,0.00
7,23,1,0.00
7,23,2,0.00
7,23,3,0.00
7,23,4,0.00
7,23,5,0.00
7,23,6,0.00
7,23,7,0.00
7,23,8,16.35
7,23,9,41.88
7,23,10,56.28
7,23,11,70.38
7,23,12,76.71
7,23,13,76.71
7,23,14,76.67
7,23,15,76.73
7,23,16,71.32
7,23,17,58.74
7,23,18,48.05
7,23,19,23.83
7,23,20,0.00
7,23,21,0.00
7,23,22,0.00
7,23,23,0.00
7,23,24,0.00
7,24,1,0.00
7,24,2,0.00
7,24,3,0.00
7,24,4,0.00
7,24,5,0.00
7,24,6,0.00
7,24,7,0.00
7,24,8,14.35
7,24,9,34.49
7,24,10,54.30
7,24,11,63.90
7,24,12,77.99
7,24,13,79.68
7,24,14,80.98
7,24,15,77.23
7,24,16,73.73
7,24,17,62.72
7,24,18,46.92
7,24,19,22.80
7,24,20,0.67
7,24,21,0.00
7,24,22,0.00
7,24,23,0.00
7,24,24,0.00
7,25,1,0.00
7,25,2,0.00
7,25,3,0.00
7,25,4,0.00
7,25,5,0.00
7,25,6,0.00
7,25,7,0.00
7,25,8,14.07
7,25,9,34.87
7,25,10,47.48
7,25,11,59.32
7,25,12,72.68
7,25,13,77.62
7,25,14,76.48
7,25,15,74.17
7,25,16,66.86
7,25,17,62.00
7,25,18,38.20
7,25,19,19.05
7,25,20,0.00
7,25,21,0.00
7,25,22,0.00
7,25,23,0.00
7,25,24,0.00
7,26,1,0.00
7,26,2,0.00
7,26,3,0.00
7,26,4,0.00
7,26,5,0.00
7,26,6,0.00
7,26,7,0.00
7,26,8,6.59
7,26,9,22.63
7,26,10,39.74
7,26,11,59.58
7,26,12,73.48
7,26,13,67.01
7,26,14,70.10
7,26,15,74.01
7,26,16,68.85
7,26,17,54.77
7,26,18,33.88
7,26,19,11.68
7,26,20,0.00
7,26,21,0.00
7,26,22,0.00
7,26,23,0.00
7,26,24,0.00
7,27,1,0.00
7,27,2,0.00
7,27,3,0.00
7,27,4,0.00
7,27,5,0.00
7,27,6,0.00
7,27,7,0.00
7,27,8,7.67
7,27,9,28.51
7,27,10,49.10
7,27,11,67.15
7,27,12,78.19
7,27,13,77.92
7,27,14,69.46
7,27,15,67.58
7,27,16,59.28
7,27,17,45.56
7,27,18,29.85
7,27,19,11.22
7,27,20,0.00
7,27,21,0.00
7,27,22,0.00
7,27,23,0.00
7,27,24,0.00
7,28,1,0.00
7,28,2,0.00
7,28,3,0.00
7,28,4,0.00
7,28,5,0.00
7,28,6,0.00
7,28,7,0.00
7,28,8,8.68
7,28,9,27.52
7,28,10,45.47
7,28,11,59.27
7,28,12,67.36
7,28,13,76.00
7,28,14,79.25
7,28,15,80.19
7,28,16,68.82
7,28,17,56.02
7,28,18,36.16
7,28,19,14.20
7,28,20,0.00
7,28,21,0.00
7,28,22,0.00
7,28,23,0.00
7,28,24,0.00
7,29,1,0.00
7,29,2,0.00
7,29,3,0.00
7,29,4,0.00
7,29,5,0.00
7,29,6,0.00
7,29,7,0.00
7,29,8,10.40
7,29,9,32.31
7,29,10,53.58
7,29,11,68.29
7,29,12,74.08
7,29,13,74.02
7,29,14,55.90
7,29,15,56.19
7,29,16,41.53
7,29,17,47.12
7,29,18,38.16
7,29,19,16.22
7,29,20,0.00
7,29,21,0.00
7,29,22,0.00
7,29,23,0.00
7,29,24,0.00
7,30,1,0.00
7,30,2,0.00
7,30,3,0.00
7,30,4,0.00
7,30,5,0.00
7,30,6,0.00
7,30,7,0.00
7,30,8,8.62
7,30,9,28.70
7,30,10,54.11
7,30,11,65.33
7,30,12,72.46
7,30,13,77.62
7,30,14,77.73
7,30,15,77.49
7,30,16,71.99
7,30,17,58.76
7,30,18,38.67
7,30,19,16.48
7,30,20,0.00
7,30,21,0.00
7,30,22,0.00
7,30,23,0.00
7,30,24,0.00
7,31,1,0.00
7,31,2,0.00
7,31,3,0.00
7,31,4,0.00
7,31,5,0.00
7,31,6,0.00
7,31,7,0.00
7,31,8,5.97
7,31,9,23.66
7,31,10,33.92
7,31,11,51.35
7,31,12,69.71
7,31,13,74.61
7,31,14,75.24
7,31,15,80.27
7,31,16,72.67
7,31,17,58.34
7,31,18,33.41
7,31,19,19.34
7,31,20,0.00
7,31,21,0.00
7,31,22,0.00
7,31,23,0.00
7,31,24,0.00
8,1,1,0.00
8,1,2,0.00
8,1,3,0.00
8,1,4,0.00
8,1,5,0.00
8,1,6,0.00
8,1,7,0.00
8,1,8,11.06
8,1,9,33.81
8,1,10,51.75
8,1,11,61.90
8,1,12,72.35
8,1,13,75.20
8,1,14,75.00
8,1,15,75.52
8,1,16,69.10
8,1,17,60.95
8,1,18,43.20
8,1,19,21.10
8,1,20,0.00
8,1,21,0.00
8,1,22,0.00
8,1,23,0.00
8,1,24,0.00
8,2,1,0.00
8,2,2,0.00
8,2,3,0.00
8,2,4,0.00
8,2,5,0.00
8,2,6,0.00
8,2,7,0.00
8,2,8,6.67
8,2,9,23.29
8,2,10,45.09
8,2,11,64.51
8,2,12,73.94
8,2,13,77.71
8,2,14,78.13
8,2,15,74.25
8,2,16,69.13
8,2,17,58.20
8,2,18,38.65
8,2,19,15.83
8,2,20,0.00
8,2,21,0.00
8,2,22,0.00
8,2,23,0.00
8,2,24,0.00
8,3,1,0.00
8,3,2,0.00
8,3,3,0.00
8,3,4,0.00
8,3,5,0.00
8,3,6,0.00
8,3,7,0.00
8,3,8,8.51
8,3,9,28.97
8,3,10,52.07
8,3,11,67.35
8,3,12,76.80
8,3,13,76.26
8,3,14,76.51
8,3,15,74.33
8,3,16,61.57
8,3,17,58.25
8,3,18,43.50
8,3,19,19.24
8,3,20,0.00
8,3,21,0.00
8,3,22,0.00
8,3,23,0.00
8,3,24,0.00
8,4,1,0.00
8,4,2,0.00
8,4,3,0.00
8,4,4,0.00
8,4,5,0.00
8,4,6,0.00
8,4,7,0.00
8,4,8,12.59
8,4,9,31.02
8,4,10,52.42
8,4,11,66.67
8,4,12,77.08
8,4,13,76.93
8,4,14,77.06
8,4,15,75.26
8,4,16,61.90
8,4,17,49.62
8,4,18,36.28
8,4,19,17.14
8,4,20,0.00
8,4,21,0.00
8,4,22,0.00
8,4,23,0.00
8,4,24,0.00
8,5,1,0.00
8,5,2,0.00
8,5,3,0.00
8,5,4,0.00
8,5,5,0.00
8,5,6,0.00
8,5,7,0.00
8,5,8,9.45
8,5,9,34.82
8,5,10,55.93
8,5,11,69.60
8,5,12,77.55
8,5,13,67.65
8,5,14,68.41
8,5,15,65.34
8,5,16,63.98
8,5,17,42.14
8,5,18,19.34
8,5,19,8.79
8,5,20,0.00
8,5,21,0.00
8,5,22,0.00
8,5,23,0.00
8,5,24,0.00
8,6,1,0.00
8,6,2,0.00
8,6,3,0.00
8,6,4,0.00
8,6,5,0.00
8,6,6,0.00
8,6,7,0.00
8,6,8,10.87
8,6,9,33.95
8,6,10,54.96
8,6,11,69.10
8,6,12,75.00
8,6,13,76.18
8,6,14,73.00
8,6,15,70.23
8,6,16,64.29
8,6,17,47.58
8,6,18,28.36
8,6,19,9.43
8,6,20,0.00
8,6,21,0.00
8,6,22,0.00
8,6,23,0.00
8,6,24,0.00
8,7,1,0.00
8,7,2,0.00
8,7,3,0.00
8,7,4,0.00
8,7,5,0.00
8,7,6,0.00
8,7,7,0.00
8,7,8,4.40
8,7,9,24.44
8,7,10,47.13
8,7,11,66.01
8,7,12,76.27
8,7,13,80.02
8,7,14,83.01
8,7,15,76.79
8,7,16,66.02
8,7,17,48.37
8,7,18,26.45
8,7,19,6.60
8,7,20,0.00
8,7,21,0.00
8,7,22,0.00
8,7,23,0.00
8,7,24,0.00
8,8,1,0.00
8,8,2,0.00
8,8,3,0.00
8,8,4,0.00
8,8,5,0.00
8,8,6,0.00
8,8,7,0.00
8,8,8,11.13
8,8,9,31.05
8,8,10,52.30
8,8,11,69.72
8,8,12,78.72
8,8,13,82.07
8,8,14,82.28
8,8,15,75.44
8,8,16,68.48
8,8,17,55.50
8,8,18,33.89
8,8,19,12.50
8,8,20,0.00
8,8,21,0.00
8,8,22,0.00
8,8,23,0.00
8,8,24,0.00
8,9,1,0.00
8,9,2,0.00
8,9,3,0.00
8,9,4,0.00
8,9,5,0.00
8,9,6,0.00
8,9,7,0.00
8,9,8,7.50
8,9,9,23.05
8,9,10,52.14
8,9,11,62.03
8,9,12,74.05
8,9,13,74.06
8,9,14,80.41
8,9,15,71.41
8,9,16,61.13
8,9,17,35.05
8,9,18,18.92
8,9,19,7.43
8,9,20,0.00
8,9,21,0.00
8,9,22,0.00
8,9,23,0.00
8,9,24,0.00
8,10,1,0.00
8,10,2,0.00
8,10,3,0.00
8,10,4,0.00
8,10,5,0.00
8,10,6,0.00
8,10,7,0.00
8,10,8,11.02
8,10,9,34.17
8,10,10,51.63
8,10,11,67.31
8,10,12,77.24
8,10,13,78.74
8,10,14,76.17
8,10,15,73.17
8,10,16,69.75
8,10,17,56.08
8,10,18,28.18
8,10,19,13.79
8,10,20,0.00
8,10,21,0.00
8,10,22,0.00
8,10,23,0.00
8,10,24,0.00
8,11,1,0.00
8,11,2,0.00
8,11,3,0.00
8,11,4,0.00
8,11,5,0.00
8,11,6,0.00
8,11,7,0.00
8,11,8,8.27
8,11,9,28.28
8,11,10,49.89
8,11,11,65.36
8,11,12,70.24
8,11,13,82.11
8,11,14,76.18
8,11,15,76.94
8,11,16,66.01
8,11,17,52.66
8,11,18,27.04
8,11,19,12.37
8,11,20,0.00
8,11,21,0.00
8,11,22,0.00
8,11,23,0.00
8,11,24,0.00
8,12,1,0.00
8,12,2,0.00
8,12,3,0.00
8,12,4,0.00
8,12,5,0.00
8,12,6,0.00
8,12,7,0.00
8,12,8,3.93
8,12,9,14.58
8,12,10,32.67
8,12,11,55.88
8,12,12,67.03
8,12,13,74.61
8,12,14,74.69
8,12,15,74.12
8,12,16,66.56
8,12,17,52.61
8,12,18,27.82
8,12,19,7.44
8,12,20,0.00
8,12,21,0.00
8,12,22,0.00
8,12,23,0.00
8,12,24,0.00
8,13,1,0.00
8,13,2,0.00
8,13,3,0.00
8,13,4,0.00
8,13,5,0.00
8,13,6,0.00
8,13,7,0.00
8,13,8,8.08
8,13,9,27.89
8,13,10,51.69
8,13,11,61.39
8,13,12,71.53
8,13,13,77.48
8,13,14,74.27
8,13,15,69.12
8,13,16,60.80
8,13,17,46.08
8,13,18,30.23
8,13,19,13.32
8,13,20,0.00
8,13,21,0.00
8,13,22,0.00
8,13,23,0.00
8,13,24,0.00
8,14,1,0.00
8,14,2,0.00
8,14,3,0.00
8,14,4,0.00
8,14,5,0.00
8,14,6,0.00
8,14,7,0.00
8,14,8,7.02
8,14,9,28.11
8,14,10,48.84
8,14,11,66.11
8,14,12,70.92
8,14,13,80.30
8,14,14,74.21
8,14,15,71.23
8,14,16,64.69
8,14,17,48.36
8,14,18,32.29
8,14,19,11.10
8,14,20,0.00
8,14,21,0.00
8,14,22,0.00
8,14,23,0.00
8,14,24,0.00
8,15,1,0.00
8,15,2,0.00
8,15,3,0.00
8,15,4,0.00
8,15,5,0.00
8,15,6,0.00
8,15,7,0.00
8,15,8,8.67
8,15,9,29.13
8,15,10,50.73
8,15,11,63.37
8,15,12,71.82
8,15,13,75.52
8,15,14,77.28
8,15,15,74.76
8,15,16,68.30
8,15,17,57.39
8,15,18,37.41
8,15,19,14.18
8,15,20,0.00
8,15,21,0.00
8,15,22,0.00
8,15,23,0.00
8,15,24,0.00
8,16,1,0.00
8,16,2,0.00
8,16,3,0.00
8,16,4,0.00
8,16,5,0.00
8,16,6,0.00
8,16,7,0.00
8,16,8,8.37
8,16,9,31.20
8,16,10,46.43
8,16,11,65.70
8,16,12,65.98
8,16,13,75.53
8,16,14,78.90
8,16,15,74.62
8,16,16,69.31
8,16,17,55.35
8,16,18,36.03
8,16,19,12.22
8,16,20,0.00
8,16,21,0.00
8,16,22,0.00
8,16,23,0.00
8,16,24,0.00
8,17,1,0.00
8,17,2,0.00
8,17,3,0.00
8,17,4,0.00
8,17,5,0.00
8,17,6,0.00
8,17,7,0.00
8,17,8,8.64
8,17,9,26.40
8,17,10,45.50
8,17,11,61.88
8,17,12,70.34
8,17,13,73.89
8,17,14,74.21
8,17,15,73.51
8,17,16,65.86
8,17,17,51.03
8,17,18,27.63
8,17,19,11.53
8,17,20,0.00
8,17,21,0.00
8,17,22,0.00
8,17,23,0.00
8,17,24,0.00
8,18,1,0.00
8,18,2,0.00
8,18,3,0.00
8,18,4,0.00
8,18,5,0.00
8,18,6,0.00
8,18,7,0.00
8,18,8,11.94
8,18,9,32.56
8,18,10,52.78
8,18,11,69.60
8,18,12,75.45
8,18,13,77.74
8,18,14,78.71
8,18,15,77.53
8,18,16,70.55
8,18,17,61.32
8,18,18,45.02
8,18,19,19.49
8,18,20,0.00
8,18,21,0.00
8,18,22,0.00
8,18,23,0.00
8,18,24,0.00
8,19,1,0.00
8,19,2,0.00
8,19,3,0.00
8,19,4,0.00
8,19,5,0.00
8,19,6,0.00
8,19,7,0.00
8,19,8,6.47
8,19,9,19.12
8,19,10,40.32
8,19,11,59.92
8,19,12,65.97
8,19,13,75.64
8,19,14,79.24
8,19,15,77.46
8,19,16,68.55
8,19,17,54.86
8,19,18,32.56
8,19,19,14.95
8,19,20,0.00
8,19,21,0.00
8,19,22,0.00
8,19,23,0.00
8,19,24,0.00
8,20,1,0.00
8,20,2,0.00
8,20,3,0.00
8,20,4,0.00
8,20,5,0.00
8,20,6,0.00
8,20,7,0.00
8,20,8,9.71
8,20,9,34.26
8,20,10,57.18
8,20,11,69.76
8,20,12,77.89
8,20,13,74.17
8,20,14,69.13
8,20,15,69.63
8,20,16,62.64
8,20,17,47.31
8,20,18,34.15
8,20,19,17.31
8,20,20,0.00
8,20,21,0.00
8,20,22,0.00
8,20,23,0.00
8,20,24,0.00
8,21,1,0.00
8,21,2,0.00
8,21,3,0.00
8,21,4,0.00
8,21,5,0.00
8,21,6,0.00
8,21,7,0.00
8,21,8,8.12
8,21,9,30.18
8,21,10,52.69
8,21,11,68.05
8,21,12,70.23
8,21,13,74.48
8,21,14,74.74
8,21,15,74.03
8,21,16,69.81
8,21,17,56.73
8,21,18,36.94
8,21,19,13.19
